No,feature_name,japanese_meaning,calculation_method,source_data,history_window,category,code_location,includes_maiden_history,related_features,gain_importance,split_importance,human_decision,calculation_detail_status,duplicate_name_count,input_column_type
305,last3_class_grade:C|condition:13,3走前のグレード×条件コードが『C|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
306,last3_class_grade:C|condition:14,3走前のグレード×条件コードが『C|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
307,last3_class_grade:D|condition:11,3走前のグレード×条件コードが『D|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
308,last3_class_grade:D|condition:12,3走前のグレード×条件コードが『D|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
309,last3_class_grade:D|condition:13,3走前のグレード×条件コードが『D|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
310,last3_class_grade:E|condition:11,3走前のグレード×条件コードが『E|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
311,last3_class_grade:E|condition:12,3走前のグレード×条件コードが『E|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
312,last3_class_grade:E|condition:13,3走前のグレード×条件コードが『E|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
313,last3_class_grade:E|condition:14,3走前のグレード×条件コードが『E|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
314,last3_class_grade:E|condition:18,3走前のグレード×条件コードが『E|condition:18』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
315,last3_class_grade:E|condition:19,3走前のグレード×条件コードが『E|condition:19』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
316,last3_class_grade:F|condition:18,3走前のグレード×条件コードが『F|condition:18』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
317,last3_class_grade:F|condition:19,3走前のグレード×条件コードが『F|condition:19』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
318,last3_class_grade:G|condition:18,3走前のグレード×条件コードが『G|condition:18』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
319,last3_class_grade:G|condition:19,3走前のグレード×条件コードが『G|condition:19』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
320,last3_class_grade:H|condition:18,3走前のグレード×条件コードが『H|condition:18』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
321,last3_class_grade:H|condition:19,3走前のグレード×条件コードが『H|condition:19』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
322,last3_class_grade:L|condition:11,3走前のグレード×条件コードが『L|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
323,last3_class_grade:L|condition:12,3走前のグレード×条件コードが『L|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
324,last3_class_grade:L|condition:13,3走前のグレード×条件コードが『L|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
325,last3_class_grade:L|condition:14,3走前のグレード×条件コードが『L|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
326,last3_class_grade:unknown|condition:11,3走前のグレード×条件コードが『unknown|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
327,last3_class_grade:unknown|condition:12,3走前のグレード×条件コードが『unknown|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
328,last3_class_grade:unknown|condition:13,3走前のグレード×条件コードが『unknown|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
329,last3_class_grade:unknown|condition:14,3走前のグレード×条件コードが『unknown|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:14,140.95549964904785,4.0,,CODE_TRACED,1,one-hot
330,last3_class_grade:unknown|condition:18,3走前のグレード×条件コードが『unknown|condition:18』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
331,last3_class_grade:unknown|condition:19,3走前のグレード×条件コードが『unknown|condition:19』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
332,last3_class_unknown,対象馬の直近3走についてlast3 class unknownを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_unknown,0.0,0.0,,CODE_TRACED,1,raw feature
333,last3_class_nan,対象馬の直近3走についてlast3 class nanを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_nan,0.0,0.0,,CODE_TRACED,1,raw feature
